customer_id,statement_month,previous_balance,payment_amount,purchases_amount,cash_advances,interest_charged,fees_charged,new_balance,credit_limit,current_balance,utilization_rate,delinquency_status,days_past_due,bureau_score,age,income,geography_region,employment_status,default_flag
C016,2023-12-01,424.29,378.31,112.53,0.0,0.0,0.0,158.5,650.0,158.5,0.2439,0,0,756,38,53805.91,West,salaried,0
C016,2024-01-01,329.69,340.07,114.78,0.0,0.0,0.0,104.4,650.0,104.4,0.1606,0,0,751,38,53805.91,West,salaried,0
C017,2023-05-01,28.47,19.52,148.67,0.0,0.0,0.87,158.49,700.0,158.49,0.2264,0,0,627,57,46903.05,South,self-employed,0
C017,2023-06-01,28.63,16.47,148.57,0.0,0.0,1.44,162.17,700.0,162.17,0.2317,0,0,629,57,46903.05,South,self-employed,0
C017,2023-07-01,25.7,21.16,171.09,0.0,0.0,1.19,176.82,700.0,176.82,0.2526,0,0,651,57,46903.05,South,self-employed,0
C017,2023-08-01,25.38,19.91,194.66,0.0,0.0,0.39,200.52,700.0,200.52,0.2865,1,2,662,57,46903.05,South,self-employed,0
C017,2023-09-01,26.77,18.4,169.13,0.0,0.0,0.81,178.3,700.0,178.3,0.2547,0,0,625,57,46903.05,South,self-employed,0
C017,2023-10-01,23.81,23.71,176.77,0.0,0.0,1.41,178.29,700.0,178.29,0.2547,1,5,645,57,46903.05,South,self-employed,0
C017,2023-11-01,23.46,24.03,179.41,0.0,0.0,1.18,180.02,700.0,180.02,0.2572,0,0,674,57,46903.05,South,self-employed,0
C017,2023-12-01,28.68,17.64,195.66,0.0,0.0,1.35,208.05,700.0,208.05,0.2972,0,0,648,57,46903.05,South,self-employed,0
C017,2024-01-01,28.13,27.22,153.46,0.0,0.0,0.68,155.05,700.0,155.05,0.2215,0,0,659,57,46903.05,South,self-employed,0
C017,2024-02-01,25.92,17.31,180.87,0.0,0.0,0.43,189.91,700.0,189.91,0.2713,0,0,646,57,46903.05,South,self-employed,0
C017,2024-03-01,19.81,26.03,74.63,0.0,0.0,1.13,69.54,700.0,69.54,0.0993,0,0,665,57,46903.05,South,self-employed,0
C017,2024-04-01,25.03,21.26,159.47,0.0,0.0,1.0,164.24,700.0,164.24,0.2346,1,6,648,57,46903.05,South,self-employed,0
C018,2023-04-01,387.47,151.16,97.82,96.79,0.0,6.35,437.28,750.0,437.28,0.583,0,0,622,61,37798.12,South,retired,0
C018,2023-05-01,516.45,113.33,86.36,79.57,0.0,8.27,577.32,750.0,577.32,0.7698,0,0,620,61,37798.12,South,retired,0
C018,2023-06-01,328.76,126.64,80.84,33.02,0.0,8.13,324.11,750.0,324.11,0.4321,1,18,599,61,37798.12,South,retired,0
C018,2023-07-01,397.41,115.67,94.8,72.7,0.0,7.48,456.73,750.0,456.73,0.609,0,0,641,61,37798.12,South,retired,0
C018,2023-08-01,427.52,126.42,86.43,84.35,0.0,8.34,480.23,750.0,480.23,0.6403,1,22,625,61,37798.12,South,retired,0
C018,2023-09-01,405.97,123.6,107.66,22.6,0.0,6.29,418.93,750.0,418.93,0.5586,0,0,608,61,37798.12,South,retired,0
C018,2023-10-01,335.17,123.47,87.05,28.0,0.0,10.02,336.77,750.0,336.77,0.449,1,10,609,61,37798.12,South,retired,0
C018,2023-11-01,529.42,127.55,98.5,45.89,0.0,7.9,554.16,750.0,554.16,0.7389,1,11,617,61,37798.12,South,retired,0
C018,2023-12-01,363.68,69.65,102.14,68.1,0.0,8.61,472.89,750.0,472.89,0.6305,0,0,631,61,37798.12,South,retired,0
C018,2024-01-01,381.42,52.2,60.6,24.71,0.0,7.49,422.02,750.0,422.02,0.5627,1,21,628,61,37798.12,South,retired,0
C018,2024-02-01,336.18,128.86,57.25,62.52,0.0,10.78,337.86,750.0,337.86,0.4505,1,1,640,61,37798.12,South,retired,0
C018,2024-03-01,407.36,115.98,92.97,50.14,0.0,8.02,438.5,750.0,438.5,0.5847,1,6,616,61,37798.12,South,retired,1
C019,2023-02-01,76.14,102.14,25.49,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0,0,724,32,60189.75,South,salaried,0
C019,2023-03-01,56.25,65.78,35.05,0.0,0.0,0.0,25.52,750.0,25.52,0.034,0,0,717,32,60189.75,South,salaried,0
C019,2023-04-01,82.45,68.52,34.2,0.0,0.0,0.0,48.13,750.0,48.13,0.0642,0,0,724,32,60189.75,South,salaried,0
C019,2023-05-01,60.7,60.39,37.53,0.0,0.0,0.0,37.83,750.0,37.83,0.0504,0,0,727,32,60189.75,South,salaried,0
C019,2023-06-01,57.5,74.92,26.15,0.0,0.0,0.0,8.73,750.0,8.73,0.0116,1,23,710,32,60189.75,South,salaried,0
C019,2023-07-01,79.6,83.79,43.39,0.0,0.0,0.0,39.2,750.0,39.2,0.0523,0,0,717,32,60189.75,South,salaried,0
C019,2023-08-01,58.24,93.15,25.93,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0,0,709,32,60189.75,South,salaried,0
C019,2023-09-01,90.93,85.46,31.8,0.0,0.0,0.0,37.27,750.0,37.27,0.0497,0,0,713,32,60189.75,South,salaried,0
C019,2023-10-01,79.13,56.09,44.07,0.0,0.0,0.0,67.12,750.0,67.12,0.0895,0,0,728,32,60189.75,South,salaried,0
C019,2023-11-01,66.05,74.41,34.08,0.0,0.0,0.0,25.72,750.0,25.72,0.0343,0,0,732,32,60189.75,South,salaried,0
C019,2023-12-01,81.93,66.45,24.9,0.0,0.0,0.0,40.38,750.0,40.38,0.0538,0,0,740,32,60189.75,South,salaried,0
C019,2024-01-01,73.53,78.37,36.61,0.0,0.0,0.0,31.77,750.0,31.77,0.0424,1,18,726,32,60189.75,South,salaried,0
C020,2023-01-01,351.83,439.19,30.18,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0,0,755,43,63244.8,East,salaried,0
C020,2023-02-01,402.41,497.15,52.05,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0,0,751,43,63244.8,East,salaried,0
C020,2023-03-01,405.13,211.29,38.38,0.0,0.0,0.0,232.23,900.0,232.23,0.258,0,0,752,43,63244.8,East,salaried,0
C020,2023-04-01,434.24,351.82,63.2,0.0,0.0,0.0,145.62,900.0,145.62,0.1618,0,0,749,43,63244.8,East,salaried,0
C020,2023-05-01,409.66,440.28,49.99,0.0,0.0,0.0,19.37,900.0,19.37,0.0215,0,0,782,43,63244.8,East,salaried,0
C020,2023-06-01,415.41,555.47,41.87,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0,0,754,43,63244.8,East,salaried,0
C020,2023-07-01,429.04,401.24,54.86,0.0,0.0,0.0,82.66,900.0,82.66,0.0918,0,0,751,43,63244.8,East,salaried,0
C020,2023-08-01,311.44,438.32,37.03,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0,0,741,43,63244.8,East,salaried,0
C020,2023-09-01,416.86,356.29,47.16,0.0,0.0,0.0,107.73,900.0,107.73,0.1197,0,0,752,43,63244.8,East,salaried,0
C020,2023-10-01,326.61,280.05,60.41,0.0,0.0,0.0,106.97,900.0,106.97,0.1189,0,0,758,43,63244.8,East,salaried,0
C020,2023-11-01,372.16,266.55,47.83,0.0,0.0,0.0,153.44,900.0,153.44,0.1705,0,0,755,43,63244.8,East,salaried,0
C020,2023-12-01,401.91,408.54,52.21,0.0,0.0,0.0,45.58,900.0,45.58,0.0506,0,0,754,43,63244.8,East,salaried,0
C021,2022-11-01,557.12,359.38,74.06,177.58,0.0,28.32,477.7,650.0,477.7,0.7349,0,0,629,26,39746.41,South,self-employed,0
C021,2022-12-01,440.6,254.42,75.2,203.8,0.0,27.11,492.3,650.0,492.3,0.7574,1,25,624,26,39746.41,South,self-employed,0
C021,2023-01-01,564.54,187.54,96.69,230.16,0.0,43.43,747.28,650.0,747.28,1.1497,0,0,632,26,39746.41,South,self-employed,0
C021,2023-02-01,467.35,262.26,115.24,166.96,0.0,25.68,512.98,650.0,512.98,0.7892,0,0,613,26,39746.41,South,self-employed,0
C021,2023-03-01,454.73,250.44,148.35,73.43,0.0,26.97,453.04,650.0,453.04,0.697,0,0,648,26,39746.41,South,self-employed,0
C021,2023-04-01,447.26,219.98,97.3,205.76,0.0,28.81,559.16,650.0,559.16,0.8602,0,0,641,26,39746.41,South,self-employed,0
C021,2023-05-01,606.73,230.86,113.19,119.62,0.0,31.67,640.36,650.0,640.36,0.9852,0,0,658,26,39746.41,South,self-employed,0
C021,2023-06-01,406.69,219.83,128.99,85.89,0.0,16.35,418.11,650.0,418.11,0.6432,1,29,629,26,39746.41,South,self-employed,0
C021,2023-07-01,606.46,236.81,106.34,344.51,0.0,14.19,834.68,650.0,834.68,1.2841,0,0,644,26,39746.41,South,self-employed,0
C021,2023-08-01,489.79,201.93,96.5,175.88,0.0,33.31,593.56,650.0,593.56,0.9132,0,0,601,26,39746.41,South,self-employed,0
C021,2023-09-01,556.44,318.06,143.15,240.91,0.0,28.7,651.14,650.0,651.14,1.0017,1,7,611,26,39746.41,South,self-employed,0
C021,2023-10-01,482.88,262.81,127.38,162.21,0.0,25.96,522.64,650.0,522.64,0.8041,1,19,631,26,39746.41,South,self-employed,1
C022,2023-03-01,128.27,40.26,104.29,16.44,2.17,9.63,220.54,700.0,220.54,0.3151,0,0,567,47,33392.5,South,self-employed,0
C022,2023-04-01,150.14,39.53,119.04,55.71,2.41,3.33,291.1,700.0,291.1,0.4159,0,0,572,47,33392.5,South,self-employed,0
C022,2023-05-01,143.69,26.06,129.33,13.89,2.52,10.13,273.49,700.0,273.49,0.3907,0,0,567,47,33392.5,South,self-employed,0
C022,2023-06-01,165.79,40.81,128.77,75.72,1.12,12.9,343.48,700.0,343.48,0.4907,0,0,580,47,33392.5,South,self-employed,0
C022,2023-07-01,155.82,56.48,123.63,85.28,1.84,9.35,319.44,700.0,319.44,0.4563,1,13,573,47,33392.5,South,self-employed,0
C022,2023-08-01,171.18,43.82,118.49,78.12,2.49,9.24,335.7,700.0,335.7,0.4796,1,16,562,47,33392.5,South,self-employed,0
C022,2023-09-01,116.61,31.78,127.7,25.44,1.16,10.28,249.41,700.0,249.41,0.3563,1,4,568,47,33392.5,South,self-employed,0
C022,2023-10-01,125.57,40.48,97.53,69.31,2.76,11.85,266.53,700.0,266.53,0.3808,0,0,570,47,33392.5,South,self-employed,0
C022,2023-11-01,161.63,48.71,118.07,27.99,1.72,15.18,275.89,700.0,275.89,0.3941,1,16,576,47,33392.5,South,self-employed,0
C022,2023-12-01,127.16,45.09,123.73,54.03,2.87,8.16,270.87,700.0,270.87,0.387,0,0,558,47,33392.5,South,self-employed,0
C022,2024-01-01,155.34,58.64,73.97,81.96,3.2,4.38,260.22,700.0,260.22,0.3717,0,0,590,47,33392.5,South,self-employed,0
C022,2024-02-01,140.11,43.9,110.26,63.44,2.36,10.16,277.35,700.0,277.35,0.3962,1,6,573,47,33392.5,South,self-employed,1
C023,2022-12-01,290.99,363.28,121.67,0.0,0.52,0.0,49.9,800.0,49.9,0.0624,0,0,774,67,63770.4,Central,retired,0
C023,2023-01-01,346.82,266.46,141.53,0.0,0.33,0.0,222.21,800.0,222.21,0.2778,0,0,749,67,63770.4,Central,retired,0
C023,2023-02-01,414.33,270.68,129.23,0.0,0.61,0.0,273.5,800.0,273.5,0.3419,0,0,766,67,63770.4,Central,retired,0
C023,2023-03-01,404.79,347.11,132.81,0.0,0.74,0.0,191.22,800.0,191.22,0.239,0,0,758,67,63770.4,Central,retired,0
C023,2023-04-01,344.86,143.67,130.46,0.0,0.92,0.0,332.57,800.0,332.57,0.4157,0,0,780,67,63770.4,Central,retired,0
C023,2023-05-01,444.32,269.44,112.67,0.0,0.89,0.0,288.44,800.0,288.44,0.3605,0,0,767,67,63770.4,Central,retired,0
C023,2023-06-01,281.99,274.72,93.84,0.0,0.86,0.0,101.98,800.0,101.98,0.1275,0,0,763,67,63770.4,Central,retired,0
C023,2023-07-01,313.74,251.76,100.92,0.0,0.99,0.0,163.91,800.0,163.91,0.2049,0,0,759,67,63770.4,Central,retired,0
C023,2023-08-01,358.33,351.42,102.25,0.0,0.49,0.0,109.65,800.0,109.65,0.1371,0,0,746,67,63770.4,Central,retired,0
C023,2023-09-01,393.96,284.79,103.31,0.0,1.07,0.0,213.55,800.0,213.55,0.2669,0,0,746,67,63770.4,Central,retired,0
C023,2023-10-01,363.65,274.21,105.42,0.0,0.87,0.0,195.73,800.0,195.73,0.2447,0,0,760,67,63770.4,Central,retired,0
C023,2023-11-01,379.97,344.88,119.49,0.0,0.71,0.0,155.29,800.0,155.29,0.1941,0,0,768,67,63770.4,Central,retired,0
C024,2022-09-01,216.82,208.32,173.09,0.0,0.0,0.0,181.59,650.0,181.59,0.2794,0,0,734,31,55586.02,Central,salaried,0
C024,2022-10-01,205.28,255.34,165.44,0.0,0.0,0.0,115.38,650.0,115.38,0.1775,0,0,752,31,55586.02,Central,salaried,0
C024,2022-11-01,216.92,136.86,127.56,0.0,0.0,0.0,207.63,650.0,207.63,0.3194,0,0,734,31,55586.02,Central,salaried,0
C024,2022-12-01,208.12,209.15,151.16,0.0,0.0,0.0,150.14,650.0,150.14,0.231,0,0,722,31,55586.02,Central,salaried,0
C024,2023-01-01,231.37,237.46,143.72,0.0,0.0,0.0,137.63,650.0,137.63,0.2117,0,0,733,31,55586.02,Central,salaried,0
C024,2023-02-01,188.41,216.22,179.98,0.0,0.0,0.0,152.17,650.0,152.17,0.2341,0,0,724,31,55586.02,Central,salaried,0
C024,2023-03-01,168.43,158.37,181.25,0.0,0.0,0.0,191.32,650.0,191.32,0.2943,0,0,746,31,55586.02,Central,salaried,0
C024,2023-04-01,250.32,298.53,187.05,0.0,0.0,0.0,138.84,650.0,138.84,0.2136,0,0,733,31,55586.02,Central,salaried,0
C024,2023-05-01,178.16,245.88,167.27,0.0,0.0,0.0,99.55,650.0,99.55,0.1532,0,0,733,31,55586.02,Central,salaried,0
C024,2023-06-01,208.34,155.42,166.01,0.0,0.0,0.0,218.93,650.0,218.93,0.3368,0,0,726,31,55586.02,Central,salaried,0
C024,2023-07-01,224.45,249.3,207.71,0.0,0.0,0.0,182.86,650.0,182.86,0.2813,0,0,726,31,55586.02,Central,salaried,0
C024,2023-08-01,202.11,222.75,168.12,0.0,0.0,0.0,147.48,650.0,147.48,0.2269,0,0,732,31,55586.02,Central,salaried,0
C025,2023-02-01,159.12,59.52,140.71,45.27,2.02,14.8,302.4,700.0,302.4,0.432,0,0,601,37,34327.47,Central,self-employed,0
C025,2023-03-01,137.81,61.81,97.96,94.99,1.68,7.3,277.92,700.0,277.92,0.397,1,28,596,37,34327.47,Central,self-employed,0
C025,2023-04-01,103.33,50.67,127.18,92.67,0.9,9.48,282.89,700.0,282.89,0.4041,0,0,593,37,34327.47,Central,self-employed,0
C025,2023-05-01,122.99,52.74,125.17,86.55,1.57,16.08,299.62,700.0,299.62,0.428,1,7,617,37,34327.47,Central,self-employed,0
C025,2023-06-01,99.75,33.98,111.96,32.85,1.53,12.26,224.38,700.0,224.38,0.3205,0,0,610,37,34327.47,Central,self-employed,0
C025,2023-07-01,126.53,60.79,73.01,47.64,1.8,7.17,195.35,700.0,195.35,0.2791,0,0,623,37,34327.47,Central,self-employed,0
C025,2023-08-01,135.26,49.13,117.26,61.07,1.83,12.84,279.13,700.0,279.13,0.3988,0,0,612,37,34327.47,Central,self-employed,0
C025,2023-09-01,152.2,66.0,121.34,98.72,1.31,4.41,311.99,700.0,311.99,0.4457,1,9,614,37,34327.47,Central,self-employed,0
C025,2023-10-01,108.79,50.45,135.89,66.73,2.21,7.61,270.79,700.0,270.79,0.3868,0,0,613,37,34327.47,Central,self-employed,0
C025,2023-11-01,124.75,58.44,129.97,102.53,1.84,10.93,311.58,700.0,311.58,0.4451,0,0,612,37,34327.47,Central,self-employed,0
C025,2023-12-01,123.07,56.71,135.9,91.83,1.31,12.3,307.7,700.0,307.7,0.4396,0,0,613,37,34327.47,Central,self-employed,0
C025,2024-01-01,123.59,56.21,119.31,75.14,1.64,12.02,269.48,700.0,269.48,0.385,1,20,611,37,34327.47,Central,self-employed,1
C026,2022-10-01,453.13,260.31,46.39,143.65,6.64,35.75,425.24,750.0,425.24,0.567,0,0,619,51,40981.12,Central,self-employed,0
C026,2022-11-01,473.53,250.78,47.98,135.13,7.0,28.32,441.17,750.0,441.17,0.5882,1,11,612,51,40981.12,Central,self-employed,0
C026,2022-12-01,489.55,174.04,44.59,88.76,8.0,17.15,474.0,750.0,474.0,0.632,0,0,615,51,40981.12,Central,self-employed,0
C026,2023-01-01,422.04,224.1,43.41,70.02,7.45,21.95,340.78,750.0,340.78,0.4544,1,17,624,51,40981.12,Central,self-employed,0
C026,2023-02-01,570.24,270.29,46.41,76.49,7.51,23.82,454.17,750.0,454.17,0.6056,0,0,649,51,40981.12,Central,self-employed,0
C026,2023-03-01,392.71,177.98,44.41,92.6,4.73,17.6,374.07,750.0,374.07,0.4988,1,14,620,51,40981.12,Central,self-employed,0
C026,2023-04-01,346.17,198.46,55.9,152.53,9.92,21.27,387.33,750.0,387.33,0.5164,0,0,603,51,40981.12,Central,self-employed,0
C026,2023-05-01,532.69,194.39,51.38,116.9,9.74,23.44,539.76,750.0,539.76,0.7197,1,21,604,51,40981.12,Central,self-employed,0
C026,2023-06-01,464.87,134.85,51.56,131.39,6.19,19.76,538.91,750.0,538.91,0.7186,0,0,606,51,40981.12,Central,self-employed,0
C026,2023-07-01,447.5,240.42,49.59,127.35,8.23,17.63,409.89,750.0,409.89,0.5465,1,21,621,51,40981.12,Central,self-employed,0
C026,2023-08-01,481.37,269.89,58.51,171.04,9.36,13.7,464.09,750.0,464.09,0.6188,0,0,616,51,40981.12,Central,self-employed,0
C026,2023-09-01,480.37,214.48,51.22,122.89,6.48,19.66,456.31,750.0,456.31,0.6084,1,13,616,51,40981.12,Central,self-employed,1
C027,2023-02-01,334.01,385.76,58.82,0.0,0.0,0.0,7.06,650.0,7.06,0.0109,1,3,746,44,54327.75,West,salaried,0
C027,2023-03-01,305.98,399.74,73.54,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0,0,778,44,54327.75,West,salaried,0
C027,2023-04-01,449.09,371.91,54.09,0.0,0.0,0.0,131.27,650.0,131.27,0.202,0,0,750,44,54327.75,West,salaried,0
C027,2023-05-01,376.06,331.74,77.9,0.0,0.0,0.0,122.22,650.0,122.22,0.188,0,0,773,44,54327.75,West,salaried,0
C027,2023-06-01,398.05,198.36,65.59,0.0,0.0,0.0,265.28,650.0,265.28,0.4081,0,0,762,44,54327.75,West,salaried,0
C027,2023-07-01,406.33,319.29,73.2,0.0,0.0,0.0,160.24,650.0,160.24,0.2465,0,0,769,44,54327.75,West,salaried,0
C027,2023-08-01,415.07,344.24,64.03,0.0,0.0,0.0,134.87,650.0,134.87,0.2075,0,0,770,44,54327.75,West,salaried,0
C027,2023-09-01,449.43,521.62,29.87,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0,0,760,44,54327.75,West,salaried,0
C027,2023-10-01,434.4,406.24,69.92,0.0,0.0,0.0,98.08,650.0,98.08,0.1509,0,0,741,44,54327.75,West,salaried,0
C027,2023-11-01,525.48,346.43,80.28,0.0,0.0,0.0,259.34,650.0,259.34,0.399,0,0,750,44,54327.75,West,salaried,0
C027,2023-12-01,400.18,311.32,62.93,0.0,0.0,0.0,151.78,650.0,151.78,0.2335,0,0,754,44,54327.75,West,salaried,0
C027,2024-01-01,379.17,378.74,66.6,0.0,0.0,0.0,67.03,650.0,67.03,0.1031,1,17,760,44,54327.75,West,salaried,0
C028,2023-04-01,661.64,598.68,119.61,165.5,0.0,19.17,367.23,850.0,367.23,0.432,0,0,706,29,63370.4,Central,salaried,0
C028,2023-05-01,526.67,536.13,129.98,125.13,0.0,31.11,276.76,850.0,276.76,0.3256,0,0,711,29,63370.4,Central,salaried,0
C028,2023-06-01,366.18,570.26,146.33,158.92,0.0,20.62,121.79,850.0,121.79,0.1433,0,0,723,29,63370.4,Central,salaried,0
C028,2023-07-01,546.16,466.28,122.96,152.78,0.0,19.05,374.68,850.0,374.68,0.4408,0,0,700,29,63370.4,Central,salaried,0
C028,2023-08-01,670.75,663.89,121.14,229.96,0.0,22.62,380.57,850.0,380.57,0.4477,0,0,703,29,63370.4,Central,salaried,0
C028,2023-09-01,491.97,661.29,75.19,100.91,0.0,16.38,23.15,850.0,23.15,0.0272,0,0,724,29,63370.4,Central,salaried,0
C028,2023-10-01,451.34,639.66,135.42,137.58,0.0,18.67,103.35,850.0,103.35,0.1216,0,0,679,29,63370.4,Central,salaried,0
C028,2023-11-01,466.75,706.53,122.54,123.28,0.0,27.05,33.11,850.0,33.11,0.039,0,0,701,29,63370.4,Central,salaried,0
C028,2023-12-01,476.21,737.34,129.64,219.67,0.0,15.09,103.26,850.0,103.26,0.1215,0,0,715,29,63370.4,Central,salaried,0
C028,2024-01-01,348.08,555.87,95.68,98.73,0.0,15.29,1.92,850.0,1.92,0.0023,0,0,712,29,63370.4,Central,salaried,0
C028,2024-02-01,422.71,559.06,104.31,111.0,0.0,22.29,101.25,850.0,101.25,0.1191,0,0,699,29,63370.4,Central,salaried,0
C028,2024-03-01,548.93,570.18,119.32,109.14,0.0,17.46,215.94,850.0,215.94,0.254,0,0,706,29,63370.4,Central,salaried,0
C029,2022-12-01,570.43,294.61,107.12,0.0,0.0,0.0,382.95,850.0,382.95,0.4505,1,1,663,38,46863.3,Central,salaried,0
C029,2023-01-01,518.81,333.61,100.68,0.0,0.0,0.0,285.89,850.0,285.89,0.3363,0,0,694,38,46863.3,Central,salaried,0
C029,2023-02-01,599.36,373.77,112.21,0.0,0.0,0.0,337.79,850.0,337.79,0.3974,0,0,682,38,46863.3,Central,salaried,0
C029,2023-03-01,669.93,571.26,86.18,0.0,0.0,0.0,184.86,850.0,184.86,0.2175,0,0,703,38,46863.3,Central,salaried,0
C029,2023-04-01,707.83,232.21,84.53,0.0,0.0,0.0,560.15,850.0,560.15,0.659,1,6,681,38,46863.3,Central,salaried,0
C029,2023-05-01,443.18,384.26,114.85,0.0,0.0,0.0,173.77,850.0,173.77,0.2044,0,0,699,38,46863.3,Central,salaried,0
C029,2023-06-01,660.07,351.14,97.14,0.0,0.0,0.0,406.07,850.0,406.07,0.4777,0,0,685,38,46863.3,Central,salaried,0
C029,2023-07-01,541.91,498.63,105.19,0.0,0.0,0.0,148.47,850.0,148.47,0.1747,0,0,681,38,46863.3,Central,salaried,0
C029,2023-08-01,538.94,399.35,109.44,0.0,0.0,0.0,249.04,850.0,249.04,0.293,0,0,688,38,46863.3,Central,salaried,0
C029,2023-09-01,560.99,267.87,85.0,0.0,0.0,0.0,378.12,850.0,378.12,0.4449,0,0,672,38,46863.3,Central,salaried,0
C029,2023-10-01,534.59,549.26,82.09,0.0,0.0,0.0,67.42,850.0,67.42,0.0793,0,0,681,38,46863.3,Central,salaried,0
C029,2023-11-01,574.31,434.37,95.38,0.0,0.0,0.0,235.32,850.0,235.32,0.2768,1,2,687,38,46863.3,Central,salaried,0
C030,2022-09-01,303.4,184.82,66.62,0.0,0.0,0.0,185.2,550.0,185.2,0.3367,0,0,738,34,47631.64,Central,salaried,0
C030,2022-10-01,356.98,305.07,82.75,0.0,0.0,0.0,134.66,550.0,134.66,0.2448,0,0,733,34,47631.64,Central,salaried,0
C030,2022-11-01,280.5,362.07,82.92,0.0,0.0,0.0,1.35,550.0,1.35,0.0025,0,0,730,34,47631.64,Central,salaried,0
C030,2022-12-01,328.52,277.19,77.88,0.0,0.0,0.0,129.22,550.0,129.22,0.2349,1,27,729,34,47631.64,Central,salaried,0
C030,2023-01-01,302.11,406.05,97.08,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0,0,709,34,47631.64,Central,salaried,0
C030,2023-02-01,384.92,319.01,82.73,0.0,0.0,0.0,148.63,550.0,148.63,0.2702,0,0,723,34,47631.64,Central,salaried,0
C030,2023-03-01,349.12,298.0,76.54,0.0,0.0,0.0,127.66,550.0,127.66,0.2321,0,0,716,34,47631.64,Central,salaried,0
C030,2023-04-01,323.61,382.8,95.14,0.0,0.0,0.0,35.95,550.0,35.95,0.0654,0,0,714,34,47631.64,Central,salaried,0
C030,2023-05-01,339.51,210.33,67.16,0.0,0.0,0.0,196.35,550.0,196.35,0.357,0,0,721,34,47631.64,Central,salaried,0
C030,2023-06-01,234.28,280.98,90.92,0.0,0.0,0.0,44.22,550.0,44.22,0.0804,0,0,722,34,47631.64,Central,salaried,0
C030,2023-07-01,216.98,181.49,78.08,0.0,0.0,0.0,113.56,550.0,113.56,0.2065,0,0,727,34,47631.64,Central,salaried,0
C030,2023-08-01,316.7,311.31,79.63,0.0,0.0,0.0,85.02,550.0,85.02,0.1546,1,17,717,34,47631.64,Central,salaried,0
C031,2023-02-01,263.06,390.65,149.26,0.0,0.0,0.0,21.67,500.0,21.67,0.0433,0,0,775,47,46725.12,Central,salaried,0
C031,2023-03-01,374.02,337.63,151.29,0.0,0.0,0.0,187.68,500.0,187.68,0.3754,0,0,775,47,46725.12,Central,salaried,0
C031,2023-04-01,369.38,258.3,138.35,0.0,0.0,0.0,249.43,500.0,249.43,0.4989,0,0,761,47,46725.12,Central,salaried,0
C031,2023-05-01,310.12,329.64,164.63,0.0,0.0,0.0,145.11,500.0,145.11,0.2902,0,0,789,47,46725.12,Central,salaried,0
C031,2023-06-01,339.08,257.22,148.01,0.0,0.0,0.0,229.87,500.0,229.87,0.4597,0,0,753,47,46725.12,Central,salaried,0
C031,2023-07-01,281.33,326.37,119.44,0.0,0.0,0.0,74.4,500.0,74.4,0.1488,0,0,789,47,46725.12,Central,salaried,0
C031,2023-08-01,297.29,381.44,137.98,0.0,0.0,0.0,53.84,500.0,53.84,0.1077,0,0,782,47,46725.12,Central,salaried,0
C031,2023-09-01,221.0,359.51,106.61,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0,0,764,47,46725.12,Central,salaried,0
C031,2023-10-01,274.93,261.05,140.01,0.0,0.0,0.0,153.89,500.0,153.89,0.3078,0,0,791,47,46725.12,Central,salaried,0
C031,2023-11-01,268.79,299.08,145.54,0.0,0.0,0.0,115.24,500.0,115.24,0.2305,0,0,772,47,46725.12,Central,salaried,0
C031,2023-12-01,361.8,305.22,142.48,0.0,0.0,0.0,199.05,500.0,199.05,0.3981,0,0,769,47,46725.12,Central,salaried,0
C031,2024-01-01,306.32,308.66,140.2,0.0,0.0,0.0,137.86,500.0,137.86,0.2757,0,0,773,47,46725.12,Central,salaried,0
C032,2023-04-01,335.57,313.91,85.67,0.0,0.86,0.0,108.19,500.0,108.19,0.2164,0,0,737,33,39304.62,East,salaried,0
C032,2023-05-01,533.6,472.16,112.31,0.0,0.65,0.0,174.41,500.0,174.41,0.3488,0,0,736,33,39304.62,East,salaried,0
C032,2023-06-01,408.46,296.73,58.66,0.0,0.75,0.0,171.14,500.0,171.14,0.3423,0,0,737,33,39304.62,East,salaried,0
C032,2023-07-01,308.51,283.83,86.21,0.0,0.62,0.0,111.52,500.0,111.52,0.223,0,0,743,33,39304.62,East,salaried,0
C032,2023-08-01,433.37,336.22,91.01,0.0,0.75,0.0,188.9,500.0,188.9,0.3778,0,0,766,33,39304.62,East,salaried,0
C032,2023-09-01,422.63,338.48,81.65,0.0,0.82,0.0,166.62,500.0,166.62,0.3332,0,0,727,33,39304.62,East,salaried,0
C032,2023-10-01,305.17,339.76,96.38,0.0,0.94,0.0,62.73,500.0,62.73,0.1255,0,0,750,33,39304.62,East,salaried,0
C032,2023-11-01,331.88,447.02,60.93,0.0,0.39,0.0,0.0,500.0,0.0,0.0,0,0,748,33,39304.62,East,salaried,0
C032,2023-12-01,415.83,423.38,83.23,0.0,0.84,0.0,76.53,500.0,76.53,0.1531,0,0,738,33,39304.62,East,salaried,0
