customer_id,reference_number,trans_date,post_date,transaction_type,description,amount_usd,month
C028,MYR06NKWFG3MWU4CFI,2024-03-06,2024-03-07,Purchase,UBER EATS  CA,9.34,2024-03
C028,UUOYC3RWQMMU7JAE58,2024-03-10,2024-03-11,Purchase,EXXON MOBIL  TX,26.53,2024-03
C028,NJKA34MQA78RAPKIAN,2024-03-14,2024-03-29,Credit,CREDIT ONE REWARD CREDIT    CREDIT,-1.25,2024-03
C028,U9Y3Z2T4H20RAPE6WT,2024-03-15,2024-03-15,Purchase,HILTON HOTELS  800-445-8667  VA,5.53,2024-03
C028,WR965R96KHUB2RTSOY,2024-03-16,2024-03-17,Purchase,COSTCO WHOLESALE  WA,22.71,2024-03
C028,B1S9DWD7OI0PESGBM6,2024-03-18,2024-03-18,Cash Advance,CASH ADVANCE ATM HOUSTON TX,109.14,2024-03
C028,9TJQ8ZGVWWUSXLMT2P,2024-03-20,2024-03-20,Payment,MOBILE PAYMENT  LAS VEGAS  NV,-568.93,2024-03
C028,VO5270SQG4EIJ00HOD,2024-03-23,2024-03-24,Purchase,BP GAS STATION  IL,20.37,2024-03
C028,Y6RH05HHIWFD7YXW1T,2024-03-31,2024-04-02,Purchase,CHEVRON  CA,5.64,2024-03
C028,PIZX3HCWS2WYJXTJGC,2024-03-31,2024-03-31,Fee,ANNUAL FEE  LAS VEGAS  NV,8.73,2024-03
C029,VOI8UYYF1IRYM81CMF,2023-11-06,2023-11-07,Purchase,SHELL OIL  TX,46.88,2023-11
C029,RLUXM60AN0JBZUTRUT,2023-11-10,2023-11-10,Payment,INTERNET PAYMENT  LAS VEGAS  NV,-434.37,2023-11
C029,WJWGABTGDJZ0IFRML2,2023-11-21,2023-11-22,Purchase,SHELL OIL  TX,26.09,2023-11
C029,L48C1CQG433E1I1P0B,2023-11-23,2023-11-23,Purchase,EXXON MOBIL  TX,19.95,2023-11
C029,S9RYLLWB7SJWH55HEW,2023-11-25,2023-11-25,Purchase,EXPEDIA  800-397-3342  WA,2.46,2023-11
C030,6TCFKJNAWNGA41IZXT,2023-08-09,2023-08-11,Purchase,WALGREENS  800-925-4733  IL,11.58,2023-08
C030,NVC7HR6C2CU7ONZ3JB,2023-08-09,2023-08-09,Purchase,URGENT CARE CENTER  CA,1.25,2023-08
C030,88D0TGSIWG0ODWMQX5,2023-08-10,2023-08-10,Purchase,COSTCO WHOLESALE  WA,26.75,2023-08
C030,RTWLXDSC4E5HRDU4XS,2023-08-17,2023-08-19,Purchase,MARRIOTT HOTELS  800-627-7468  MD,6.18,2023-08
C030,SXTV76T94OW3LITNT0,2023-08-18,2023-08-19,Purchase,MCDONALD'S  IL,33.88,2023-08
C030,QO09VS9KKH4A3YJTU7,2023-08-20,2023-08-20,Payment,PHONE PAYMENT  LAS VEGAS  NV,-311.31,2023-08
C031,FJ6IJKUUHCLRR6Z3DX,2024-01-15,2024-01-16,Purchase,AMAZON.COM  800-201-7575  WA,1.16,2024-01
C031,HOUU9SIJPYUEONGMX1,2024-01-16,2024-01-18,Purchase,AMC THEATERS  888-440-4262  KS,71.65,2024-01
C031,W9PFB3HN14EB8753AY,2024-01-17,2024-01-17,Payment,AUTOPAY PAYMENT  LAS VEGAS  NV,-308.66,2024-01
C031,FY981UDP2FMR0TJOPZ,2024-01-23,2024-01-23,Purchase,SUNOCO GAS STATION  PA,17.76,2024-01
C031,N27M5P7E1047WWBSLU,2024-01-26,2024-01-28,Purchase,EBAY INC  866-540-3229  CA,49.63,2024-01
C032,ITMOFMMWI9S3W563BT,2024-03-01,2024-03-01,Purchase,CREDIT PROTECT  1-877-825-3242  NV,23.49,2024-03
C032,F6XDN8WWIIF86LTHET,2024-03-13,2024-03-13,Payment,PHONE PAYMENT  LAS VEGAS  NV,-355.52,2024-03
C032,L0HT1TW9ZYN6SJCHZJ,2024-03-16,2024-03-16,Purchase,EXXON MOBIL  TX,9.2,2024-03
C032,CXX6MDK5N9SZ6RVDH8,2024-03-31,2024-03-31,Purchase,EXPEDIA  800-397-3342  WA,56.41,2024-03
C033,2S8NN16UXF5GZPL1QW,2024-01-04,2024-01-29,Credit,CREDIT ONE REWARD CREDIT    CREDIT,-2.5,2024-01
C033,ZSE99F77LU8EL5015O,2024-01-10,2024-01-12,Purchase,AMC THEATERS  888-440-4262  KS,99.84,2024-01
C033,767J2DG1WJUIIYMYRS,2024-01-15,2024-01-17,Purchase,HILTON HOTELS  800-445-8667  VA,5.35,2024-01
C033,N18GP51KFK7Y6QXDSG,2024-01-18,2024-01-18,Cash Advance,CASH ADVANCE ATM NEW YORK NY,155.24,2024-01
C033,OQGVZHQJY62ZEEQNSN,2024-01-18,2024-01-18,Payment,AUTOPAY PAYMENT  LAS VEGAS  NV,-40.8,2024-01
C033,N4REGB1AJO091C795R,2024-01-23,2024-01-25,Purchase,VERIZON WIRELESS  800-922-0204  NJ,15.09,2024-01
C033,P1V3ZO7UTXZBDQ55IT,2024-01-29,2024-01-29,Purchase,EXXON MOBIL  TX,4.36,2024-01
C033,8A1ARR3VRHXQPVA5KW,2024-01-31,2024-01-31,Fee,LATE PAYMENT FEE  LAS VEGAS  NV,12.42,2024-01
C034,XB4Y4K7BPGYVYV2GQU,2023-08-05,2023-08-05,Purchase,WALMART SUPERCENTER  TX,23.22,2023-08
C034,HY25M8KB9W4UOV51ZL,2023-08-06,2023-08-06,Payment,PHONE PAYMENT  LAS VEGAS  NV,-135.08,2023-08
C034,KVLS9MEUSWRGVZ9AAW,2023-08-20,2023-08-22,Purchase,URGENT CARE CENTER  CA,2.68,2023-08
C034,BORIQ8HKE226PARSG7,2023-08-24,2023-08-28,Credit,CREDIT ONE REWARD CREDIT    CREDIT,-1.25,2023-08
C034,L6314CQE4LOHHCU9TD,2023-08-25,2023-08-26,Purchase,AMAZON.COM  800-201-7575  WA,18.84,2023-08
C034,GLMY62XRW6TM2O04K0,2023-08-27,2023-08-27,Cash Advance,CASH ADVANCE ATM NEW YORK NY,119.7,2023-08
C034,29OMUWAHK2LSLAYM0W,2023-08-28,2023-08-28,Purchase,EBAY INC  866-540-3229  CA,9.69,2023-08
C034,LL1D9S9HBN5ELB45L6,2023-08-31,2023-08-31,Fee,ANNUAL FEE  LAS VEGAS  NV,9.58,2023-08
C035,UD2ZDLX1Q8F6JNG7L4,2023-10-03,2023-10-04,Purchase,UBER EATS  CA,22.18,2023-10
C035,9NM3V2P2TIXC7URVQT,2023-10-11,2023-10-11,Payment,AUTOPAY PAYMENT  LAS VEGAS  NV,-43.14,2023-10
C035,RCER4KMUSOZDUCKQVI,2023-10-15,2023-10-15,Cash Advance,CASH ADVANCE ATM CHICAGO IL,45.29,2023-10
C035,3G8CD31NRXD356WAFF,2023-10-18,2023-10-10,Credit,CREDIT ONE REWARD CREDIT    CREDIT,-2.5,2023-10
C035,GL6TBB6BNDOZ6WYQML,2023-10-19,2023-10-19,Purchase,WALGREENS  800-925-4733  IL,23.82,2023-10
C035,A1WHHKT1YJFE8UDTTJ,2023-10-24,2023-10-25,Purchase,CREDIT PROTECT  1-877-825-3242  NV,49.97,2023-10
C035,WQH5K2Y77Z69UWS44C,2023-10-31,2023-10-31,Fee,OVER LIMIT FEE  LAS VEGAS  NV,3.62,2023-10
C036,6DR08CW2LBM2QSQ0P8,2024-01-03,2024-01-05,Purchase,LYFT  844-250-2773  CA,4.66,2024-01
C036,CAZRP9DXOQ2VPGSTQM,2024-01-05,2024-01-05,Purchase,AMC THEATERS  888-440-4262  KS,10.57,2024-01
C036,VQYIY1SY9LAACOSYM0,2024-01-09,2024-01-07,Credit,CREDIT ONE REWARD CREDIT    CREDIT,-2.5,2024-01
C036,B700UCRGB93WKCS4KE,2024-01-10,2024-01-10,Purchase,GOOGLE PLAY  CA,1.92,2024-01
C036,TPK2NLT8DTM4VXJJ2J,2024-01-10,2024-01-10,Payment,PHONE PAYMENT  LAS VEGAS  NV,-15.01,2024-01
C036,U4ISOTN9UZERYF0992,2024-01-20,2024-01-20,Purchase,DOMINO'S PIZZA  MI,10.72,2024-01
C036,3M55IZOLNNTXRGN74F,2024-01-23,2024-01-25,Purchase,AMAZON.COM  800-201-7575  WA,1.29,2024-01
C036,NX0GU4BJ3BQRR87IYO,2024-01-25,2024-01-25,Cash Advance,CASH ADVANCE ATM HOUSTON TX,125.34,2024-01
C036,AEGVFQ3JZR25MDF7FR,2024-01-28,2024-01-29,Purchase,BP GAS STATION  IL,2.0,2024-01
C036,AD7X48WZE4EX6U86ZJ,2024-01-31,2024-01-31,Fee,EXPRESS PAYMENT FEE  LAS VEGAS  NV,4.95,2024-01
C036,XCQ91YY1J2JCN9J3GC,2024-01-31,2024-01-31,Fee,OVER LIMIT FEE  LAS VEGAS  NV,6.08,2024-01
C037,T8CQ1XGBNGZ6WMDW0F,2024-04-03,2024-04-04,Purchase,URGENT CARE CENTER  CA,47.37,2024-04
C037,RF1HX6ZDCUJQ6FX7XJ,2024-04-06,2024-04-08,Purchase,VERIZON WIRELESS  800-922-0204  NJ,28.12,2024-04
C037,7BFXQ7BZEGBL2QGV3D,2024-04-13,2024-04-13,Payment,AUTOPAY PAYMENT  LAS VEGAS  NV,-444.32,2024-04
C037,IN2XR838AMMZOHXS75,2024-04-24,2024-04-26,Purchase,EMPIRE GAS AND FOOD  CA,32.87,2024-04
C037,US7RP422TA83RU7MYO,2024-04-29,2024-04-30,Purchase,WALGREENS  800-925-4733  IL,49.39,2024-04
C038,RE6ZVLHYL2LD05NHQR,2023-09-06,2023-09-06,Purchase,SPOTIFY USA  DE,17.16,2023-09
C038,2P39YL9UE421VMEFOZ,2023-09-08,2023-09-08,Purchase,COMCAST XFINITY  800-934-6489  PA,18.91,2023-09
C038,HVGNQGMJMBUKDQP1HK,2023-09-10,2023-09-10,Payment,MOBILE PAYMENT  LAS VEGAS  NV,-682.04,2023-09
C038,7BD4W1ARAGDX5O31YH,2023-09-15,2023-09-15,Purchase,SPOTIFY USA  DE,1.62,2023-09
C038,O7VBGR8W2MAIETDN1T,2023-09-17,2023-09-18,Purchase,WALGREENS  800-925-4733  IL,3.24,2023-09
C038,XJG2Y8RGYBXKPM21B0,2023-09-25,2023-09-27,Purchase,DOORDASH  855-431-0459  CA,42.12,2023-09
C039,90SPO3ZDRC1YOHMI9A,2023-10-02,2023-10-02,Purchase,BEST BUY  888-237-8289  MN,72.04,2023-10
C039,QUV9QEZG5WZAWNYTK1,2023-10-06,2023-10-08,Purchase,WALGREENS  800-925-4733  IL,11.6,2023-10
C039,015Z11L6SPBNQS3QT3,2023-10-21,2023-10-21,Payment,INTERNET PAYMENT  LAS VEGAS  NV,-94.76,2023-10
C039,YWM7S6NBNQBNXZU1EM,2023-10-26,2023-10-26,Cash Advance,CASH ADVANCE ATM LOS ANGELES CA,148.94,2023-10
C039,UTIOS5HRQAP5IPI786,2023-10-29,2023-10-29,Purchase,STEAM GAMES  WA,7.08,2023-10
C039,QNYY95G5DOG8CFEFFH,2023-10-31,2023-10-31,Fee,CREDIT PROTECT  1-877-825-3242,1.01,2023-10
C039,AOY7RP0AGA24SMUX2R,2023-10-31,2023-10-31,Fee,FOREIGN TRANSACTION FEE  LAS VEGAS  NV,3.0,2023-10
C039,Z4QKE2GJR81BMQF7ZK,2023-10-31,2023-10-31,Fee,FOREIGN TRANSACTION FEE  LAS VEGAS  NV,3.0,2023-10
C039,4YXFIBLEJGUBLMNTFK,2023-10-31,2023-10-31,Fee,LATE PAYMENT FEE  LAS VEGAS  NV,4.91,2023-10
C040,TLO4QDBXVH7KATQYDS,2024-02-05,2024-02-07,Purchase,DELTA AIR LINES  800-221-1212  GA,22.91,2024-02
C040,V76MF4NNKM95D0P92K,2024-02-11,2024-02-13,Purchase,DOORDASH  855-431-0459  CA,20.54,2024-02
C040,FVDHR59C81DO6OUZ1E,2024-02-19,2024-02-19,Payment,MOBILE PAYMENT  LAS VEGAS  NV,-140.81,2024-02
C040,87F8TSXK6819Y207ME,2024-02-25,2024-02-25,Purchase,UBER  800-593-7069  CA,15.49,2024-02
C041,NW8BKXCGW1VGLL42JZ,2023-12-02,2023-12-03,Purchase,CHEVRON  CA,4.02,2023-12
C041,R3KVR0I2FKXWEXKG6X,2023-12-10,2023-12-12,Purchase,APPLE ITUNES  800-275-2273  CA,3.77,2023-12
C041,MFEK2O7FHS32UY84ZZ,2023-12-18,2023-12-20,Purchase,SHELL OIL  TX,5.84,2023-12
C041,QC37RLN36V1MZB3I4F,2023-12-19,2023-12-19,Payment,INTERNET PAYMENT  LAS VEGAS  NV,-168.43,2023-12
C041,R8VNRPJY93N0AJUFQY,2023-12-25,2023-12-26,Purchase,AMAZON.COM  800-201-7575  WA,18.49,2023-12
C042,DHSZNVP8GMNHIE9EDE,2023-09-01,2023-09-03,Purchase,STEAM GAMES  WA,20.76,2023-09
C042,9P1EARPHBXVQ6BKADE,2023-09-07,2023-09-07,Purchase,CHEVRON  CA,15.06,2023-09
C042,127MY89SFQERI7B03R,2023-09-14,2023-09-14,Payment,PHONE PAYMENT  LAS VEGAS  NV,-259.82,2023-09
C042,GMD478MFS0IUDUAHGK,2023-09-19,2023-09-19,Purchase,SPOTIFY USA  DE,11.51,2023-09
C042,DPXDFOVD79C9MV9E40,2023-09-22,2023-09-22,Cash Advance,CASH ADVANCE ATM HOUSTON TX,34.83,2023-09
C042,UBLEKVL9PTK4GC4RYG,2023-09-23,2023-09-24,Purchase,GOOGLE PLAY  CA,11.76,2023-09
C042,AGVLKW1XSRQKRST3TA,2023-09-25,2023-09-02,Credit,CREDIT ONE REWARD CREDIT    CREDIT,-0.84,2023-09
C042,5EQ4PBGX25FPLO1URT,2023-09-30,2023-09-30,Fee,OVER LIMIT FEE  LAS VEGAS  NV,2.79,2023-09
C043,YKPL3CHO3XJVOEGI3Q,2024-04-05,2024-04-07,Purchase,STARBUCKS  WA,64.22,2024-04
C043,0IPFG8PJVRN8LPY857,2024-04-12,2024-04-16,Credit,CREDIT ONE REWARD CREDIT    CREDIT,-0.84,2024-04
C043,W8ZUVJUTPMC3SKXLOJ,2024-04-13,2024-04-13,Purchase,SUNOCO GAS STATION  PA,5.48,2024-04
C043,CIILDY5EGTBXPSPAQA,2024-04-14,2024-04-15,Purchase,BP GAS STATION  IL,1.75,2024-04
C043,6HJB2JTXB02B6LKC86,2024-04-14,2024-04-16,Purchase,VERIZON WIRELESS  800-922-0204  NJ,8.88,2024-04
C043,4SOR8WM9LBB4M0A6MD,2024-04-16,2024-04-18,Purchase,VERIZON WIRELESS  800-922-0204  NJ,14.94,2024-04
C043,70FE07S387J5IE3LVO,2024-04-18,2024-04-18,Payment,INTERNET PAYMENT  LAS VEGAS  NV,-465.89,2024-04
C043,LDRYHR3YFK8HW9C4HJ,2024-04-19,2024-04-20,Purchase,EXXON MOBIL  TX,8.15,2024-04
C043,GAZ5UH80Q7TW1PUWSN,2024-04-22,2024-04-24,Purchase,VERIZON WIRELESS  800-922-0204  NJ,4.97,2024-04
C044,8V4X7Y2ITL8N3E54N6,2023-08-01,2023-08-03,Purchase,BP GAS STATION  IL,14.61,2023-08
C044,71K4FPL3X2JC2R07LP,2023-08-10,2023-08-10,Purchase,HILTON HOTELS  800-445-8667  VA,6.55,2023-08
C044,W69HZGOPJDN8EZP7QY,2023-08-21,2023-08-23,Purchase,HOWLY.COM  877-7793675  DE,5.65,2023-08
C044,5407K5W1JL6L91F4X2,2023-08-21,2023-08-21,Payment,AUTOPAY PAYMENT  LAS VEGAS  NV,-112.3,2023-08
C044,QAELYYZZ0JDCLI6978,2023-08-22,2023-08-24,Purchase,SUNOCO GAS STATION  PA,1.43,2023-08
C044,G52KRE4V9KYPOFKJW6,2023-08-23,2023-08-23,Purchase,WALMART SUPERCENTER  TX,4.45,2023-08
C044,ASN9YE6BGGRMQDZPJL,2023-08-24,2023-08-24,Purchase,CREDIT PROTECT  1-877-825-3242  NV,8.41,2023-08
C044,14Y2LR0JY32HOG585I,2023-08-25,2023-08-27,Purchase,CREDIT PROTECT  1-877-825-3242  NV,4.58,2023-08
C044,ZSMV30QABXW2EOWLCF,2023-08-27,2023-08-27,Purchase,SQ *ENRICH AND EMPLOY  CA,10.39,2023-08
C045,QZRWJXLBWQ8962E52K,2023-10-01,2023-10-01,Purchase,CHEVRON  CA,97.92,2023-10
C045,GQFQE6RP9UQEZFMHK4,2023-10-02,2023-10-02,Purchase,MCDONALD'S  IL,31.12,2023-10
C045,TVDJI1OAHNOX8FK207,2023-10-08,2023-10-08,Payment,INTERNET PAYMENT  LAS VEGAS  NV,-47.9,2023-10
C045,UXH9A1G7IRDLK9EN7D,2023-10-27,2023-10-28,Purchase,URGENT CARE CENTER  CA,2.32,2023-10
C046,9JYPAOAXQOX00K3WY8,2024-02-03,2024-02-05,Purchase,MCDONALD'S  IL,24.06,2024-02
C046,DNHQNJVDPNGWDS9YXZ,2024-02-12,2024-02-14,Purchase,SPOTIFY USA  DE,1.9,2024-02
C046,V1A0Q24BOZL01Q3M73,2024-02-12,2024-02-13,Purchase,AT&T WIRELESS  800-331-0500  TX,30.06,2024-02
C046,AQIK3OMD4PORU09BOS,2024-02-16,2024-02-17,Purchase,DOORDASH  855-431-0459  CA,25.74,2024-02
C046,4ZQ50OP7XMR8FHYDRG,2024-02-20,2024-02-20,Cash Advance,CASH ADVANCE ATM CHICAGO IL,85.06,2024-02
C046,SKP6RFE64SKBCBDPDX,2024-02-21,2024-02-23,Purchase,LYFT  844-250-2773  CA,27.56,2024-02
C046,DO9KHBA5MF36BCPWEI,2024-02-21,2024-02-21,Payment,AUTOPAY PAYMENT  LAS VEGAS  NV,-186.55,2024-02
C046,ICAUTJX6EWXQPF0QPS,2024-02-22,2024-02-23,Purchase,URGENT CARE CENTER  CA,5.46,2024-02
C046,DEG3ZGARFI44TD1FPE,2024-02-26,2024-02-27,Purchase,WALGREENS  800-925-4733  IL,4.52,2024-02
C046,9211U645VDB828192V,2024-02-29,2024-02-29,Fee,CREDIT PROTECT  1-877-825-3242,1.01,2024-02
C046,83BDW56FKPS0DXME4P,2024-02-29,2024-02-29,Fee,RETURNED PAYMENT FEE  LAS VEGAS  NV,5.79,2024-02
C047,ZSCMO1POB7FU99259P,2023-09-05,2023-09-05,Purchase,BEST BUY  888-237-8289  MN,37.22,2023-09
C047,MSDN1MXF1PI2OOQ42N,2023-09-08,2023-09-09,Purchase,SQ *ENRICH AND EMPLOY  CA,38.2,2023-09
C047,VOEUBFN9KR2FVB66H3,2023-09-09,2023-09-09,Payment,PHONE PAYMENT  LAS VEGAS  NV,-237.56,2023-09
C047,REM5PUU62RZV1SQQQ5,2023-09-11,2023-09-03,Credit,CREDIT ONE REWARD CREDIT    CREDIT,-1.25,2023-09
C047,ZLM36VFOX5WWPM3X15,2023-09-18,2023-09-19,Purchase,URGENT CARE CENTER  CA,21.54,2023-09
C047,OZ5STHSLMWA6TJ3KPS,2023-09-18,2023-09-19,Purchase,AMAZON.COM  800-201-7575  WA,3.92,2023-09
C047,FN0DSG2QFPODPEHCYO,2023-09-19,2023-09-21,Purchase,URGENT CARE CENTER  CA,21.39,2023-09
C047,JSE17QUAMI0UZ7X4IK,2023-09-27,2023-09-28,Purchase,CVS PHARMACY  800-746-7287  RI,5.46,2023-09
C047,JRPP7R93FEZEZ5EHR0,2023-09-28,2023-09-28,Cash Advance,CASH ADVANCE ATM HOUSTON TX,38.15,2023-09
C047,WWN6MBYPJDFAW1LXXD,2023-09-30,2023-09-30,Fee,RETURNED PAYMENT FEE  LAS VEGAS  NV,3.05,2023-09
C048,Q7QHAK7MDWKZIRNK6Z,2023-12-04,2023-12-04,Cash Advance,CASH ADVANCE ATM NEW YORK NY,90.07,2023-12
C048,H3O5URTXUYUCECJUIS,2023-12-06,2023-12-06,Payment,AUTOPAY PAYMENT  LAS VEGAS  NV,-196.48,2023-12
C048,8A7RV4NMWVSB0UKOEF,2023-12-10,2023-12-12,Purchase,STEAM GAMES  WA,14.15,2023-12
C048,O4LJEDGFJDLOGWLACO,2023-12-14,2023-12-14,Purchase,TARGET  MN,2.21,2023-12
C048,J76BIVISS8JLTCBW6A,2023-12-14,2023-12-15,Purchase,CHEVRON  CA,9.67,2023-12
C048,IT2KODWH8N92TP6QAQ,2023-12-22,2023-12-22,Purchase,COMCAST XFINITY  800-934-6489  PA,32.7,2023-12
C048,O6Z1T2XCB3YYM33MG1,2023-12-22,2023-12-22,Purchase,AMAZON.COM  800-201-7575  WA,1.21,2023-12
C048,8S1SAXT8JH34UDTLVR,2023-12-25,2023-12-25,Purchase,COMCAST XFINITY  800-934-6489  PA,4.53,2023-12
C048,HS258W9ZJXLH8L6E7V,2023-12-29,2023-12-30,Purchase,AT&T WIRELESS  800-331-0500  TX,10.03,2023-12
C048,J4A8YWY5APYX4L4OES,2023-12-31,2023-12-31,Fee,RETURNED PAYMENT FEE  LAS VEGAS  NV,7.21,2023-12
C049,2CLP81L51FLMNAVYCS,2023-12-08,2023-12-08,Purchase,MARRIOTT HOTELS  800-627-7468  MD,22.22,2023-12
C049,6Y2C2BVPDCB4OWO52W,2023-12-13,2023-12-14,Purchase,AMAZON.COM  800-201-7575  WA,1.6,2023-12
C049,5WM72QLGDVC2GUWJP0,2023-12-15,2023-12-16,Purchase,UBER  800-593-7069  CA,7.73,2023-12
C049,3VWMJDIMBM271W1WUD,2023-12-16,2023-12-17,Purchase,AMAZON.COM  800-201-7575  WA,48.82,2023-12
C049,HAIIWI08L0HG9NCBEK,2023-12-21,2023-12-21,Payment,INTERNET PAYMENT  LAS VEGAS  NV,-155.02,2023-12
C049,5IKPQAHCUA09PCIFLW,2023-12-25,2023-12-25,Purchase,SUNOCO GAS STATION  PA,10.11,2023-12
C049,PHH62MYZ9VLU8WPFQ2,2023-12-28,2023-12-28,Purchase,STEAM GAMES  WA,14.29,2023-12
C050,ZSR8RUW2XH6QIHPNF4,2023-07-06,2023-07-07,Purchase,VERIZON WIRELESS  800-922-0204  NJ,4.08,2023-07
C050,KFIWKESVR022WGN51N,2023-07-07,2023-07-09,Purchase,COMCAST XFINITY  800-934-6489  PA,5.23,2023-07
C050,3X79955CF72GNNV9IB,2023-07-08,2023-07-09,Purchase,EXXON MOBIL  TX,14.24,2023-07
C050,27DCBHHLK3YJZ99106,2023-07-08,2023-07-08,Payment,PHONE PAYMENT  LAS VEGAS  NV,-151.02,2023-07
C050,D1KSIBSMQPNRJAPJC6,2023-07-18,2023-07-18,Cash Advance,CASH ADVANCE ATM CHICAGO IL,138.68,2023-07
C050,BBHG5ZMTGA46AYN2D7,2023-07-30,2023-07-31,Purchase,URGENT CARE CENTER  CA,14.03,2023-07
C050,1KM9831AX985I0HIVT,2023-07-31,2023-07-31,Fee,EXPRESS PAYMENT FEE  LAS VEGAS  NV,4.95,2023-07
C050,0Q2LG1ZHQUNUE7A34M,2023-07-31,2023-07-31,Fee,OVER LIMIT FEE  LAS VEGAS  NV,6.14,2023-07
C051,VILURQBDX7M42O34OG,2024-01-03,2024-01-04,Purchase,DOORDASH  855-431-0459  CA,22.85,2024-01
C051,8XKGYG3VAH6NHKSQNA,2024-01-11,2024-01-13,Purchase,DELTA AIR LINES  800-221-1212  GA,15.53,2024-01
C051,Z6TPBWSXXDYPVBNHI6,2024-01-12,2024-01-12,Payment,AUTOPAY PAYMENT  LAS VEGAS  NV,-95.7,2024-01
C051,9EP0O6H5L3XFULHZQH,2024-01-13,2024-01-13,Purchase,EXXON MOBIL  TX,18.86,2024-01
C051,NXZDZB5F5TXC066O1E,2024-01-14,2024-01-15,Purchase,CREDIT PROTECT  1-877-825-3242  NV,6.69,2024-01
C051,QCXZPQKF4VGE0GYAJP,2024-01-16,2024-01-16,Cash Advance,CASH ADVANCE ATM HOUSTON TX,50.48,2024-01
C051,1YKVUBF99U26UON8CN,2024-01-25,2024-01-26,Purchase,EXPEDIA  800-397-3342  WA,15.49,2024-01
C051,S2OFHBAWYQMOGBJZEY,2024-01-25,2024-01-25,Purchase,SHELL OIL  TX,6.51,2024-01
C051,HABA3YC8D4X0BS3LWW,2024-01-30,2024-01-18,Credit,CREDIT ONE REWARD CREDIT    CREDIT,-0.84,2024-01
C051,7EHMGOLOQC3XNCHKV9,2024-01-31,2024-01-31,Fee,OVER LIMIT FEE  LAS VEGAS  NV,4.04,2024-01
C052,L2B2O31I0MHB792ZI5,2024-03-05,2024-03-06,Purchase,WALGREENS  800-925-4733  IL,19.28,2024-03
C052,PA5CGWFHDV37IC0LZI,2024-03-06,2024-03-06,Cash Advance,CASH ADVANCE ATM CHICAGO IL,160.44,2024-03
C052,V9IW6L01WCNKFHB7V8,2024-03-08,2024-03-10,Purchase,URGENT CARE CENTER  CA,16.72,2024-03
C052,KU8H5R8MNQPVPF8R1P,2024-03-13,2024-03-13,Payment,AUTOPAY PAYMENT  LAS VEGAS  NV,-101.8,2024-03
C052,G8V9ZY9YLW5L4RMVVN,2024-03-26,2024-03-28,Purchase,URGENT CARE CENTER  CA,25.5,2024-03
C052,17VF0JQQNVCEQFGAS0,2024-03-31,2024-03-31,Fee,EXPRESS PAYMENT FEE  LAS VEGAS  NV,4.95,2024-03
C052,OOO0NL9C59E7F1811M,2024-03-31,2024-03-31,Fee,OVER LIMIT FEE  LAS VEGAS  NV,7.89,2024-03
C053,8Q3GCG1J6OWW5FKNJM,2024-04-06,2024-04-08,Purchase,DOORDASH  855-431-0459  CA,3.37,2024-04
C053,0KHFSU4SE2KYT5GQEX,2024-04-09,2024-04-09,Payment,MOBILE PAYMENT  LAS VEGAS  NV,-320.28,2024-04
C053,YDC1AU9DSAV917RMPN,2024-04-16,2024-04-17,Purchase,SPOTIFY USA  DE,0.71,2024-04
C053,1MF07OL93ACZSX0GNZ,2024-04-21,2024-04-23,Purchase,AMAZON.COM  800-201-7575  WA,2.95,2024-04
C053,SXAW7LW580YIR02M77,2024-04-22,2024-04-23,Purchase,CREDIT PROTECT  1-877-825-3242  NV,4.48,2024-04
C053,ZX70IB3WYZXJQYJV84,2024-04-23,2024-04-24,Purchase,EXPEDIA  800-397-3342  WA,11.35,2024-04
C053,X7OV6SGP3JK8XNLO50,2024-04-25,2024-04-25,Purchase,AMAZON.COM  800-201-7575  WA,15.77,2024-04
C053,7XNCMLDQZ05EV5KZ3N,2024-04-27,2024-04-27,Purchase,BP GAS STATION  IL,6.17,2024-04
C054,K043BLSYJ4UWHK8C3F,2023-12-05,2023-12-07,Purchase,WALGREENS  800-925-4733  IL,2.41,2023-12
C054,ZD9B7LNKZX8YX7WR2L,2023-12-06,2023-12-08,Purchase,STARBUCKS  WA,60.8,2023-12
C054,ZB5GRO9X49TMY91OTK,2023-12-13,2023-12-13,Payment,AUTOPAY PAYMENT  LAS VEGAS  NV,-442.9,2023-12
C054,NZ0NXU43IEDD070EN4,2023-12-21,2023-12-22,Purchase,7-ELEVEN  CA,26.24,2023-12
C054,LVGNP127EXVDA4L3KH,2023-12-24,2023-12-24,Purchase,LYFT  844-250-2773  CA,69.45,2023-12
C055,K8S2XQUZS9MTHD3IGK,2023-08-01,2023-08-01,Purchase,EXPEDIA  800-397-3342  WA,1.3,2023-08
C055,6G8OM08TV4REASFEN0,2023-08-02,2023-08-30,Credit,CREDIT ONE REWARD CREDIT    CREDIT,-2.5,2023-08
C055,5IAN8ND7G0L3RTZ5TV,2023-08-10,2023-08-10,Payment,PHONE PAYMENT  LAS VEGAS  NV,-247.99,2023-08
C055,E1U24ZQFEZKFH00A0U,2023-08-13,2023-08-13,Purchase,UBER EATS  CA,9.23,2023-08
C055,YGCMR8ESMPF0IEOKVG,2023-08-13,2023-08-14,Purchase,CVS PHARMACY  800-746-7287  RI,2.38,2023-08
C055,N9ZKELZ5TOZO32TC4T,2023-08-19,2023-08-19,Purchase,COSTCO WHOLESALE  WA,3.94,2023-08
